,file_name,none,partial,total
0,/Volumes/HARD_DRIVE/img_subset/98542bd7ed1cc85e5638d3b85c6b56ffc3cd7f4a906c479f853831cb58d8c778.jpg,3.522374569797648e-08,0.9999994039535522,5.714225039810117e-07
1,/Volumes/HARD_DRIVE/img_subset/98844ef648abeb7bf34b7c8ef6f6d4eaff30a21f0c250f0a7c828b10f3076354.jpg,3.431348886806518e-05,0.00012583952047862113,0.9998397827148438
2,/Volumes/HARD_DRIVE/img_subset/99274eb50ca18f64f8f0b96fec9760921c0f1b27bff57dad97168e9dbc82d920.jpg,8.765085794948391e-07,0.9996669292449951,0.00033229784457944334
3,/Volumes/HARD_DRIVE/img_subset/101271a262a95ec5b465362d7ced560a1977a89e15202a5d3a8d756ed164238c.jpg,0.019348490983247757,0.9792125225067139,0.001439109561033547
4,/Volumes/HARD_DRIVE/img_subset/102383ce500fdb74372e8e3ccd81fc90e24331d54b9491503a308b993f4382e9.jpg,2.4297421532537555e-06,1.0259008149660076e-06,0.999996542930603
5,/Volumes/HARD_DRIVE/img_subset/102708db7a4c3653f847ceb83768aaefd1ce71f9b40c11a23952d50cea8a5f8b.jpg,0.00011409078433644027,0.0008420253288932145,0.999043881893158
6,/Volumes/HARD_DRIVE/img_subset/114824be0ab5b24c554199aeaaad9d3326dab94c9cd124824ed5ab15eda044f6.jpg,9.954468259820715e-05,0.0004383150371722877,0.9994621872901917
7,/Volumes/HARD_DRIVE/img_subset/123972c301de3eee51929af8e8e2b5a1c01f0092ab43e931756cb7f9c9294c39.jpg,0.013970617204904556,0.9747372269630432,0.011292180977761745
8,/Volumes/HARD_DRIVE/img_subset/130148fd0de0d9bfac04113adc8467a10cea9951cea5434a30d8d85491aebdf6.jpg,0.0007353315595537424,0.27632638812065125,0.7229382395744324
9,/Volumes/HARD_DRIVE/img_subset/137130d9a4eab63cdcb10b5b1f9c156cecb78e0a24e306dcffb1e37d706a0432.jpg,9.825511142480536e-07,5.414725819719024e-06,0.9999935626983643
10,/Volumes/HARD_DRIVE/img_subset/142408ec9bbb23e489ca649eff683832ac893294c807f18bb6dae4d9792a688d.jpg,1.237719970959006e-07,3.803504853294726e-07,0.9999995231628418
11,/Volumes/HARD_DRIVE/img_subset/142467ada5f88b7e9c308bbd80ccd52558c1166a83310b33bacb4cb3aa66b932.jpg,0.003361605806276202,0.9960499405860901,0.0005885210703127086
12,/Volumes/HARD_DRIVE/img_subset/151861ea25f43885bb27ebea2484f68b89af3b671665da7ddea33b05b6f16db9.jpg,4.3753942009061575e-05,0.9982994198799133,0.0016568034188821912
13,/Volumes/HARD_DRIVE/img_subset/156061f7a4e82ec436376bde35bf03e07a845a6a8a6716466a90130cc01873ee.jpg,1.4215240753401304e-06,3.9477399695897475e-06,0.9999946355819702
14,/Volumes/HARD_DRIVE/img_subset/157319f5d8b8c03666d4335ac216e9c23612f495197cdc43535101091c821a6e.jpg,0.00013834530545864254,0.9986434578895569,0.0012181791244074702
15,/Volumes/HARD_DRIVE/img_subset/161298f95e6bfbb5980c07427d996181264ae1b8374572a64c127716d841b261.jpg,0.9842954874038696,0.010251536965370178,0.005452978890389204
16,/Volumes/HARD_DRIVE/img_subset/162526f362f967517e5213ddf2b6b3b7e8b2352524f682312d43c6561618d2d0.jpg,1.018446027956088e-06,4.731976332550403e-06,0.9999942779541016
17,/Volumes/HARD_DRIVE/img_subset/174491bacada30a6e34d47b2d0c0f142c7e6e9c86bb0a75065bfd7f58d4d8623.jpg,1.911460276460275e-05,0.0003785217122640461,0.9996023774147034
18,/Volumes/HARD_DRIVE/img_subset/176679a6901ae50be42d51f2d3fef164c5d32693c3d8fb49cf13211ef6dc022c.jpg,0.04102519527077675,0.5050896406173706,0.45388516783714294
19,/Volumes/HARD_DRIVE/img_subset/188581c37f8dcdffddfb126ad3e6f91f59c23e482a1c1f6172fd9ba17bceaefc.jpg,3.3717275073286146e-05,0.0002005213318625465,0.9997658133506775
